pocket,compound_ids,source_databases,desalted_smiles,ligand_name,conformation_id,conformation_mode,conformation_direction,old_best_docking_score_kcal_mol,ensemble_vina_score_kcal_mol,out_pdbqt,log_path,returncode
BP2,HMDB38956,HMDB,O=c1oc(C=CC=Cc2ccc(O)cc2)nc2ccccc12,BP2_HMDB38956,conf02_mode1_plus,mode1,1,-7.636,-8.608,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_HMDB38956_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_HMDB38956_vina.log,0
BP2,96541,numeric library ID,N#CC1C=Cc2c(ccc3ccccc23)N1C(=O)c1ccccc1,BP2_96541,conf02_mode1_plus,mode1,1,-7.635,-7.944,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_96541_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_96541_vina.log,0
BP2,85Z,PDB ligand,Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2oc1=O,BP2_85Z,conf02_mode1_plus,mode1,1,-7.594,-9.663,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_85Z_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_85Z_vina.log,0
BP2,CHEMBL2262363,ChEMBL23,O=c1oc2ccccc2c(O)c1-c1cccc(-c2c(O)c3ccccc3oc2=O)c1,BP2_CHEMBL2262363,conf02_mode1_plus,mode1,1,-7.581,-9.205,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_CHEMBL2262363_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_CHEMBL2262363_vina.log,0
BP2,DB07236,DrugBank,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,BP2_DB07236,conf02_mode1_plus,mode1,1,-7.533,-8.826,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB07236_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB07236_vina.log,0
BP2,LSM-27001,LINCS,O=c1oc2cc(OCc3ccc([N+](=O)[O-])cc3)ccc2c2c1CCCC2,BP2_LSM-27001,conf02_mode1_plus,mode1,1,-7.532,-8.703,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_LSM-27001_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_LSM-27001_vina.log,0
BP2,317,PDB ligand,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,BP2_317,conf02_mode1_plus,mode1,1,-7.497,-8.616,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_317_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_317_vina.log,0
BP2,HMDB29534,HMDB,CC(=O)c1c(O)ccc2c(=O)c(-c3ccccc3)c(C)oc12,BP2_HMDB29534,conf02_mode1_plus,mode1,1,-7.487,-7.709,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_HMDB29534_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_HMDB29534_vina.log,0
BP2,DB08820,DrugBank,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,BP2_DB08820,conf02_mode1_plus,mode1,1,-7.456,-8.789,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB08820_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB08820_vina.log,0
BP2,DB04750,DrugBank,O=C(O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1,BP2_DB04750,conf02_mode1_plus,mode1,1,-7.429,-8.63,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB04750_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB04750_vina.log,0
BP2,1842204;MolPort-002-113-300;ZINC000000296657,MolPort;ZINC15;numeric library ID,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,BP2_1842204,conf02_mode1_plus,mode1,1,-7.367,-8.427,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_1842204_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_1842204_vina.log,0
BP2,DB01852;LSM-5304,DrugBank;LINCS,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,BP2_DB01852,conf02_mode1_plus,mode1,1,-7.312,-7.733,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB01852_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB01852_vina.log,0
BP2,HMDB29219,HMDB,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,BP2_HMDB29219,conf02_mode1_plus,mode1,1,-7.247,-7.707,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_HMDB29219_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_HMDB29219_vina.log,0
BP2,SCHEMBL11830680,SureChEMBL,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,BP2_SCHEMBL11830680,conf02_mode1_plus,mode1,1,-7.191,-8.141,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_SCHEMBL11830680_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_SCHEMBL11830680_vina.log,0
BP2,17055,numeric library ID,CC(=O)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1,BP2_17055,conf02_mode1_plus,mode1,1,-7.183,-7.804,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_17055_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_17055_vina.log,0
BP2,CHEMBL374372,ChEMBL23,O=c1cc(/C=C/c2ccc(O)c(O)c2)oc2ccccc12,BP2_CHEMBL374372,conf02_mode1_plus,mode1,1,-7.174,-8.392,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_CHEMBL374372_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_CHEMBL374372_vina.log,0
BP2,LSM-36455,LINCS,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,BP2_LSM-36455,conf02_mode1_plus,mode1,1,-7.102,-8.565,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_LSM-36455_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_LSM-36455_vina.log,0
BP2,2357873;MolPort-002-153-633;ZINC000002897678,MolPort;ZINC15;numeric library ID,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,BP2_2357873,conf02_mode1_plus,mode1,1,-7.02,-7.875,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_2357873_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_2357873_vina.log,0
BP2,2035856,numeric library ID,O=c1cc(Oc2cc(=O)oc3ccccc23)c2ccccc2o1,BP2_2035856,conf02_mode1_plus,mode1,1,-7.005,-8.596,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_2035856_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_2035856_vina.log,0
BP2,CHEMBL3094027,ChEMBL23,O=c1cc(O)c2ccc(OCc3cccc(F)c3)cc2o1,BP2_CHEMBL3094027,conf02_mode1_plus,mode1,1,-6.968,-8.266,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_CHEMBL3094027_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_CHEMBL3094027_vina.log,0
BP2,2608,numeric library ID,O=c1cc2oc3cc(O)c(O)cc3c(-c3ccccc3)c-2cc1O,BP2_2608,conf02_mode1_plus,mode1,1,-6.961,-8.819,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_2608_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_2608_vina.log,0
BP2,HMDB29518,HMDB,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,BP2_HMDB29518,conf02_mode1_plus,mode1,1,-6.957,-7.085,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_HMDB29518_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_HMDB29518_vina.log,0
BP2,1477,numeric library ID,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,BP2_1477,conf02_mode1_plus,mode1,1,-6.953,-8.089,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_1477_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_1477_vina.log,0
BP2,LSM-17202,LINCS,O=c1cc(CN2CCOCC2)c2cc(Cl)c(O)cc2o1,BP2_LSM-17202,conf02_mode1_plus,mode1,1,-6.917,-7.206,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_LSM-17202_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_LSM-17202_vina.log,0
BP2,DB08100,DrugBank,Cc1cc(/C=C/c2ccccc2)cc(C)c1O,BP2_DB08100,conf02_mode1_plus,mode1,1,-6.88,-7.974,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB08100_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB08100_vina.log,0
BP2,380712;50005460;MolPort-035-673-217;SCHEMBL2761855;ZINC000006576436,MolPort;SureChEMBL;ZINC15;numeric library ID,O=c1cc(O)c2ccc3ccccc3c2o1,BP2_380712,conf02_mode1_plus,mode1,1,-6.86,-7.751,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_380712_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_380712_vina.log,0
BP2,32838,numeric library ID,O=C1NC(=O)C2(CCc3ccccc32)N1,BP2_32838,conf02_mode1_plus,mode1,1,-6.786,-7.617,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_32838_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_32838_vina.log,0
BP2,XZZ,PDB ligand,Cc1cc(=O)oc2cc(O)c(Cl)cc12,BP2_XZZ,conf02_mode1_plus,mode1,1,-6.748,-6.958,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_XZZ_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_XZZ_vina.log,0
BP2,CHEMBL227815,ChEMBL23,O=C1C(O)=Cc2cccc3cccc1c23,BP2_CHEMBL227815,conf02_mode1_plus,mode1,1,-6.711,-7.405,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_CHEMBL227815_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_CHEMBL227815_vina.log,0
BP2,SCHEMBL8945680,SureChEMBL,O=c1cc(O)c2cc(-c3ccccc3)ccc2o1,BP2_SCHEMBL8945680,conf02_mode1_plus,mode1,1,-6.711,-7.755,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_SCHEMBL8945680_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_SCHEMBL8945680_vina.log,0
BP2,764465,numeric library ID,Cc1cc(=O)oc2cc(O)c(N)cc12,BP2_764465,conf02_mode1_plus,mode1,1,-6.684,-6.972,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_764465_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_764465_vina.log,0
BP2,DB09096,DrugBank,O=C(OOC(=O)c1ccccc1)c1ccccc1,BP2_DB09096,conf02_mode1_plus,mode1,1,-6.587,-7.794,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB09096_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB09096_vina.log,0
BP2,DB00794,DrugBank,CCC1(c2ccccc2)C(=O)NCNC1=O,BP2_DB00794,conf02_mode1_plus,mode1,1,-6.541,-6.897,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB00794_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_DB00794_vina.log,0
BP2,3WL,PDB ligand,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,BP2_3WL,conf02_mode1_plus,mode1,1,-6.505,-7.856,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_3WL_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_3WL_vina.log,0
BP2,529222;CHEMBL12208;MolPort-000-467-367;ZINC000000058121,ChEMBL23;MolPort;ZINC15;numeric library ID,Cc1cc(=O)oc2cc(O)ccc12,BP2_529222,conf02_mode1_plus,mode1,1,-6.453,-6.693,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_529222_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_529222_vina.log,0
BP2,SCHEMBL11848480,SureChEMBL,O=c1cc(O)c2ccc(O)cc2o1,BP2_SCHEMBL11848480,conf02_mode1_plus,mode1,1,-6.134,-6.395,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_SCHEMBL11848480_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_SCHEMBL11848480_vina.log,0
BP2,SCHEMBL1366927,SureChEMBL,O=c1ccc2cccc(O)c2o1,BP2_SCHEMBL1366927,conf02_mode1_plus,mode1,1,-5.969,-6.474,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_SCHEMBL1366927_vina_out.pdbqt,work/ensemble_docking/conf02_mode1_plus/BP2/BP2_SCHEMBL1366927_vina.log,0
BP1,251157;ZINC000103969950,ZINC15;numeric library ID,Cc1c(O)c2ccc3ccccc3c2oc1=O,BP1_251157,conf03_mode2_minus,mode2,-1,-7.396,-7.21,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_251157_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_251157_vina.log,0
BP1,CHEMBL1929523,ChEMBL23,O=c1ccc2c(ccc3oc4ccccc4c32)o1,BP1_CHEMBL1929523,conf03_mode2_minus,mode2,-1,-7.388,-7.347,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL1929523_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL1929523_vina.log,0
BP1,CHEMBL3306562,ChEMBL23,N#Cc1c(O)c2cc3ccccc3cc2oc1=O,BP1_CHEMBL3306562,conf03_mode2_minus,mode2,-1,-7.338,-6.774,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL3306562_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL3306562_vina.log,0
BP1,DB03623,DrugBank,Oc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,BP1_DB03623,conf03_mode2_minus,mode2,-1,-7.328,-7.586,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB03623_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB03623_vina.log,0
BP1,MolPort-002-367-171,MolPort,Cc1c(C)c2ccc(O)cc2oc1=O,BP1_MolPort-002-367-171,conf03_mode2_minus,mode2,-1,-7.327,-7.012,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_MolPort-002-367-171_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_MolPort-002-367-171_vina.log,0
BP1,CHEMBL329500,ChEMBL23,O=c1cc(-c2ccccc2)oc2c1ccc1ccc(O)cc12,BP1_CHEMBL329500,conf03_mode2_minus,mode2,-1,-7.27,-7.782,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL329500_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL329500_vina.log,0
BP1,PEY,PDB ligand,c1ccc2c(c1)ccc1ccccc12,BP1_PEY,conf03_mode2_minus,mode2,-1,-7.242,-7.437,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_PEY_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_PEY_vina.log,0
BP1,HMDB34138,HMDB,O=c1oc2cc(O)ccc2c2oc3cc(O)cc(O)c3c12,BP1_HMDB34138,conf03_mode2_minus,mode2,-1,-7.241,-7.284,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_HMDB34138_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_HMDB34138_vina.log,0
BP1,19824,numeric library ID,CC1(C)c2ccccc2-c2nc3ccccc3cc2C1O,BP1_19824,conf03_mode2_minus,mode2,-1,-7.229,-7.57,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_19824_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_19824_vina.log,0
BP1,CHEMBL3409185,ChEMBL23,Oc1cc(-c2cc3ccccc3o2)c(Br)c(O)c1O,BP1_CHEMBL3409185,conf03_mode2_minus,mode2,-1,-7.206,-6.949,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL3409185_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL3409185_vina.log,0
BP1,HMDB32713,HMDB,Oc1ccc(-c2cc(O)cc(O)c2)cc1,BP1_HMDB32713,conf03_mode2_minus,mode2,-1,-7.148,-6.625,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_HMDB32713_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_HMDB32713_vina.log,0
BP1,HMDB59798,HMDB,Oc1ccc2c(ccc3ccccc32)c1,BP1_HMDB59798,conf03_mode2_minus,mode2,-1,-7.118,-7.424,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_HMDB59798_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_HMDB59798_vina.log,0
BP1,DB04641,DrugBank,O=C(O)c1cc2cc(O)ccc2cc1O,BP1_DB04641,conf03_mode2_minus,mode2,-1,-7.11,-7.173,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB04641_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB04641_vina.log,0
BP1,10510606;MolPort-006-318-916;ZINC000006117594,MolPort;ZINC15;numeric library ID,O=c1c2ccccc2oc2cc(O)cc(O)c12,BP1_10510606,conf03_mode2_minus,mode2,-1,-7.092,-7.018,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_10510606_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_10510606_vina.log,0
BP1,SCHEMBL15388250,SureChEMBL,Cc1ccc2c(=O)oc3cc(O)ccc3c2c1,BP1_SCHEMBL15388250,conf03_mode2_minus,mode2,-1,-7.072,-7.383,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_SCHEMBL15388250_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_SCHEMBL15388250_vina.log,0
BP1,LSM-3723,LINCS,O=C1c2ccccc2-c2cccc3cccc1c23,BP1_LSM-3723,conf03_mode2_minus,mode2,-1,-7.064,-7.292,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_LSM-3723_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_LSM-3723_vina.log,0
BP1,402797;MolPort-000-744-145;ZINC000000058126,MolPort;ZINC15;numeric library ID,Cc1cc(=O)oc2cc(O)cc(O)c12,BP1_402797,conf03_mode2_minus,mode2,-1,-7.062,-6.705,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_402797_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_402797_vina.log,0
BP1,HMDB59801,HMDB,Oc1cc2ccccc2c2ccccc12,BP1_HMDB59801,conf03_mode2_minus,mode2,-1,-7.051,-7.242,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_HMDB59801_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_HMDB59801_vina.log,0
BP1,151252,numeric library ID,O=C(O)c1cc2ccccc2c2cc(Br)ccc12,BP1_151252,conf03_mode2_minus,mode2,-1,-7.043,-7.738,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_151252_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_151252_vina.log,0
BP1,CHEMBL271516;MolPort-000-422-134,ChEMBL23;MolPort,O=c1cc(CCl)c2ccc(O)cc2o1,BP1_CHEMBL271516,conf03_mode2_minus,mode2,-1,-7.036,-6.741,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL271516_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL271516_vina.log,0
BP1,LSM-25905,LINCS,Cc1cc(O)nc2cc(O)ccc12,BP1_LSM-25905,conf03_mode2_minus,mode2,-1,-7.024,-6.534,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_LSM-25905_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_LSM-25905_vina.log,0
BP1,54870284,numeric library ID,COc1ccc2c(=O)oc3cc(O)ccc3c2c1,BP1_54870284,conf03_mode2_minus,mode2,-1,-6.991,-7.064,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_54870284_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_54870284_vina.log,0
BP1,LSM-32647,LINCS,CN(C)C(=O)c1c(-c2ccccc2)oc2ccc(O)cc12,BP1_LSM-32647,conf03_mode2_minus,mode2,-1,-6.988,-6.669,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_LSM-32647_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_LSM-32647_vina.log,0
BP1,LSM-33579,LINCS,O=C(NC1CCCC1)c1cc2c(ccc3ccccc32)o1,BP1_LSM-33579,conf03_mode2_minus,mode2,-1,-6.986,-7.272,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_LSM-33579_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_LSM-33579_vina.log,0
BP1,53845739;SCHEMBL13315779;ZINC000200389531,SureChEMBL;ZINC15;numeric library ID,C#Cc1cc(=O)oc2ccccc12,BP1_53845739,conf03_mode2_minus,mode2,-1,-6.98,-6.496,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_53845739_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_53845739_vina.log,0
BP1,1401;4MU;529222;760397;DB07118;HMDB59622;LSM-3025,DrugBank;HMDB;LINCS;PDB ligand;numeric library ID,Cc1cc(=O)oc2cc(O)ccc12,BP1_1401,conf03_mode2_minus,mode2,-1,-6.967,-6.875,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_1401_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_1401_vina.log,0
BP1,4417258,numeric library ID,Cc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1,BP1_4417258,conf03_mode2_minus,mode2,-1,-6.954,-7.363,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_4417258_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_4417258_vina.log,0
BP1,62129,numeric library ID,Oc1ccc2c(ccc3nc[nH]c32)c1,BP1_62129,conf03_mode2_minus,mode2,-1,-6.945,-7.0,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_62129_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_62129_vina.log,0
BP1,MolPort-000-499-561,MolPort,O=C(O)c1cc(=O)c2ccccc2o1,BP1_MolPort-000-499-561,conf03_mode2_minus,mode2,-1,-6.931,-6.795,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_MolPort-000-499-561_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_MolPort-000-499-561_vina.log,0
BP1,DB00776,DrugBank,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,BP1_DB00776,conf03_mode2_minus,mode2,-1,-6.883,-7.606,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB00776_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB00776_vina.log,0
BP1,29698120;SCHEMBL2761833;ZINC000044672070,SureChEMBL;ZINC15;numeric library ID,O=c1cc(O)c2ccc(F)cc2o1,BP1_29698120,conf03_mode2_minus,mode2,-1,-6.856,-6.58,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_29698120_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_29698120_vina.log,0
BP1,CHEMBL32810;MolPort-002-043-397;SCHEMBL11848480,ChEMBL23;MolPort;SureChEMBL,O=c1cc(O)c2ccc(O)cc2o1,BP1_CHEMBL32810,conf03_mode2_minus,mode2,-1,-6.759,-6.433,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL32810_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_CHEMBL32810_vina.log,0
BP1,5426,numeric library ID,Cc1c2cc(O)c(=O)cc-2oc2cc(O)c(O)cc12,BP1_5426,conf03_mode2_minus,mode2,-1,-6.757,-6.92,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_5426_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_5426_vina.log,0
BP1,DB00170,DrugBank,CC1=CC(=O)c2ccccc2C1=O,BP1_DB00170,conf03_mode2_minus,mode2,-1,-6.575,-6.262,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB00170_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB00170_vina.log,0
BP1,SCHEMBL9642273,SureChEMBL,O=c1[cH-]c(=O)c2ccccc2o1,BP1_SCHEMBL9642273,conf03_mode2_minus,mode2,-1,-6.514,-6.172,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_SCHEMBL9642273_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_SCHEMBL9642273_vina.log,0
BP1,DB04840,DrugBank,N=C(N)N1CCc2ccccc2C1,BP1_DB04840,conf03_mode2_minus,mode2,-1,-6.513,-6.357,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB04840_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB04840_vina.log,0
BP1,DB00972,DrugBank,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,BP1_DB00972,conf03_mode2_minus,mode2,-1,-6.318,-7.107,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB00972_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP1/BP1_DB00972_vina.log,0
BP2,746361,numeric library ID,Oc1cc(-c2nc3ccccc3o2)c(O)cc1-c1nc2ccccc2o1,BP2_746361,conf03_mode2_minus,mode2,-1,-9.116,-8.718,work/ensemble_docking/conf03_mode2_minus/BP2/BP2_746361_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP2/BP2_746361_vina.log,0
BP2,3543,numeric library ID,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,BP2_3543,conf03_mode2_minus,mode2,-1,-9.093,-7.709,work/ensemble_docking/conf03_mode2_minus/BP2/BP2_3543_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP2/BP2_3543_vina.log,0
BP2,118810,numeric library ID,Cc1cc(=O)oc2cc(O)cc(OCc3ccccc3)c12,BP2_118810,conf03_mode2_minus,mode2,-1,-8.495,-8.451,work/ensemble_docking/conf03_mode2_minus/BP2/BP2_118810_vina_out.pdbqt,work/ensemble_docking/conf03_mode2_minus/BP2/BP2_118810_vina.log,0
